sku,name,description,price,cost,stock_quantity,vendor_category,vendor_subcategory_1,vendor_subcategory_2
"DEMO-000824","Demo Product 824 - Books & Media","This is demo product number 824 in the Books & Media category.","734.21","391.86","543","Books & Media","Educational",""
"DEMO-000825","Demo Product 825 - Electronics","This is demo product number 825 in the Electronics category.","222.22","265.05","270","Electronics","Smartphones",""
"DEMO-000826","Demo Product 826 - Clothing","This is demo product number 826 in the Clothing category.","622.30","456.34","267","Clothing","Women",""
"DEMO-000827","Demo Product 827 - Home & Garden","This is demo product number 827 in the Home & Garden category.","336.81","287.78","977","Home & Garden","Kitchen",""
"DEMO-000828","Demo Product 828 - Sports & Outdoors","This is demo product number 828 in the Sports & Outdoors category.","535.50","127.01","706","Sports & Outdoors","Fitness",""
"DEMO-000829","Demo Product 829 - Books & Media","This is demo product number 829 in the Books & Media category.","25.89","234.28","269","Books & Media","Non-Fiction",""
"DEMO-000830","Demo Product 830 - Electronics","This is demo product number 830 in the Electronics category.","616.13","283.39","563","Electronics","Tablets",""
"DEMO-000831","Demo Product 831 - Clothing","This is demo product number 831 in the Clothing category.","842.72","84.81","682","Clothing","Men",""
"DEMO-000832","Demo Product 832 - Home & Garden","This is demo product number 832 in the Home & Garden category.","362.84","389.72","113","Home & Garden","Decor",""
"DEMO-000833","Demo Product 833 - Sports & Outdoors","This is demo product number 833 in the Sports & Outdoors category.","120.89","477.98","504","Sports & Outdoors","Cycling",""
"DEMO-000834","Demo Product 834 - Books & Media","This is demo product number 834 in the Books & Media category.","934.46","464.17","413","Books & Media","Fiction",""
"DEMO-000835","Demo Product 835 - Electronics","This is demo product number 835 in the Electronics category.","434.56","259.06","545","Electronics","Laptops",""
"DEMO-000836","Demo Product 836 - Clothing","This is demo product number 836 in the Clothing category.","643.09","337.22","240","Clothing","Kids",""
"DEMO-000837","Demo Product 837 - Home & Garden","This is demo product number 837 in the Home & Garden category.","474.44","245.22","295","Home & Garden","Furniture",""
"DEMO-000838","Demo Product 838 - Sports & Outdoors","This is demo product number 838 in the Sports & Outdoors category.","104.01","367.55","304","Sports & Outdoors","Camping",""
"DEMO-000839","Demo Product 839 - Books & Media","This is demo product number 839 in the Books & Media category.","515.33","462.66","37","Books & Media","Educational",""
"DEMO-000840","Demo Product 840 - Electronics","This is demo product number 840 in the Electronics category.","343.84","330.11","46","Electronics","Smartphones",""
"DEMO-000841","Demo Product 841 - Clothing","This is demo product number 841 in the Clothing category.","872.98","9.54","196","Clothing","Women",""
"DEMO-000842","Demo Product 842 - Home & Garden","This is demo product number 842 in the Home & Garden category.","400.05","103.81","844","Home & Garden","Kitchen",""
"DEMO-000843","Demo Product 843 - Sports & Outdoors","This is demo product number 843 in the Sports & Outdoors category.","872.77","452.19","499","Sports & Outdoors","Fitness",""
"DEMO-000844","Demo Product 844 - Books & Media","This is demo product number 844 in the Books & Media category.","703.04","280.72","374","Books & Media","Non-Fiction",""
"DEMO-000845","Demo Product 845 - Electronics","This is demo product number 845 in the Electronics category.","789.05","269.18","222","Electronics","Tablets",""
"DEMO-000846","Demo Product 846 - Clothing","This is demo product number 846 in the Clothing category.","508.00","103.03","736","Clothing","Men",""
"DEMO-000847","Demo Product 847 - Home & Garden","This is demo product number 847 in the Home & Garden category.","882.42","348.66","526","Home & Garden","Decor",""
"DEMO-000848","Demo Product 848 - Sports & Outdoors","This is demo product number 848 in the Sports & Outdoors category.","201.54","393.65","728","Sports & Outdoors","Cycling",""
"DEMO-000849","Demo Product 849 - Books & Media","This is demo product number 849 in the Books & Media category.","730.35","346.10","589","Books & Media","Fiction",""
"DEMO-000850","Demo Product 850 - Electronics","This is demo product number 850 in the Electronics category.","378.72","168.02","98","Electronics","Laptops",""
"DEMO-000851","Demo Product 851 - Clothing","This is demo product number 851 in the Clothing category.","513.83","117.66","669","Clothing","Kids",""
"DEMO-000852","Demo Product 852 - Home & Garden","This is demo product number 852 in the Home & Garden category.","183.00","110.79","836","Home & Garden","Furniture",""
"DEMO-000853","Demo Product 853 - Sports & Outdoors","This is demo product number 853 in the Sports & Outdoors category.","710.43","359.53","464","Sports & Outdoors","Camping",""
"DEMO-000854","Demo Product 854 - Books & Media","This is demo product number 854 in the Books & Media category.","184.41","472.04","157","Books & Media","Educational",""
"DEMO-000855","Demo Product 855 - Electronics","This is demo product number 855 in the Electronics category.","872.93","112.73","262","Electronics","Smartphones",""
"DEMO-000856","Demo Product 856 - Clothing","This is demo product number 856 in the Clothing category.","923.84","363.42","570","Clothing","Women",""
"DEMO-000857","Demo Product 857 - Home & Garden","This is demo product number 857 in the Home & Garden category.","513.46","8.48","613","Home & Garden","Kitchen",""
"DEMO-000858","Demo Product 858 - Sports & Outdoors","This is demo product number 858 in the Sports & Outdoors category.","162.45","356.44","963","Sports & Outdoors","Fitness",""
"DEMO-000859","Demo Product 859 - Books & Media","This is demo product number 859 in the Books & Media category.","210.76","130.44","623","Books & Media","Non-Fiction",""
"DEMO-000860","Demo Product 860 - Electronics","This is demo product number 860 in the Electronics category.","767.30","363.00","961","Electronics","Tablets",""
"DEMO-000861","Demo Product 861 - Clothing","This is demo product number 861 in the Clothing category.","964.91","412.25","991","Clothing","Men",""
"DEMO-000862","Demo Product 862 - Home & Garden","This is demo product number 862 in the Home & Garden category.","393.68","419.99","181","Home & Garden","Decor",""
"DEMO-000863","Demo Product 863 - Sports & Outdoors","This is demo product number 863 in the Sports & Outdoors category.","834.68","396.90","224","Sports & Outdoors","Cycling",""
"DEMO-000864","Demo Product 864 - Books & Media","This is demo product number 864 in the Books & Media category.","641.80","358.27","439","Books & Media","Fiction",""
"DEMO-000865","Demo Product 865 - Electronics","This is demo product number 865 in the Electronics category.","467.17","337.30","73","Electronics","Laptops",""
"DEMO-000866","Demo Product 866 - Clothing","This is demo product number 866 in the Clothing category.","663.22","180.44","668","Clothing","Kids",""
"DEMO-000867","Demo Product 867 - Home & Garden","This is demo product number 867 in the Home & Garden category.","648.96","68.29","326","Home & Garden","Furniture",""
"DEMO-000868","Demo Product 868 - Sports & Outdoors","This is demo product number 868 in the Sports & Outdoors category.","245.78","53.83","835","Sports & Outdoors","Camping",""
"DEMO-000869","Demo Product 869 - Books & Media","This is demo product number 869 in the Books & Media category.","54.28","51.36","53","Books & Media","Educational",""
"DEMO-000870","Demo Product 870 - Electronics","This is demo product number 870 in the Electronics category.","430.24","430.30","811","Electronics","Smartphones",""
"DEMO-000871","Demo Product 871 - Clothing","This is demo product number 871 in the Clothing category.","541.94","232.87","339","Clothing","Women",""
"DEMO-000872","Demo Product 872 - Home & Garden","This is demo product number 872 in the Home & Garden category.","572.94","345.22","663","Home & Garden","Kitchen",""
"DEMO-000873","Demo Product 873 - Sports & Outdoors","This is demo product number 873 in the Sports & Outdoors category.","252.54","86.23","810","Sports & Outdoors","Fitness",""
"DEMO-000874","Demo Product 874 - Books & Media","This is demo product number 874 in the Books & Media category.","84.25","407.99","174","Books & Media","Non-Fiction",""
"DEMO-000875","Demo Product 875 - Electronics","This is demo product number 875 in the Electronics category.","915.02","178.17","106","Electronics","Tablets",""
"DEMO-000876","Demo Product 876 - Clothing","This is demo product number 876 in the Clothing category.","536.36","447.91","808","Clothing","Men",""
"DEMO-000877","Demo Product 877 - Home & Garden","This is demo product number 877 in the Home & Garden category.","767.89","434.80","210","Home & Garden","Decor",""
"DEMO-000878","Demo Product 878 - Sports & Outdoors","This is demo product number 878 in the Sports & Outdoors category.","27.08","236.76","689","Sports & Outdoors","Cycling",""
"DEMO-000879","Demo Product 879 - Books & Media","This is demo product number 879 in the Books & Media category.","276.07","255.47","972","Books & Media","Fiction",""
"DEMO-000880","Demo Product 880 - Electronics","This is demo product number 880 in the Electronics category.","143.82","239.04","70","Electronics","Laptops",""
"DEMO-000881","Demo Product 881 - Clothing","This is demo product number 881 in the Clothing category.","496.47","410.18","569","Clothing","Kids",""
"DEMO-000882","Demo Product 882 - Home & Garden","This is demo product number 882 in the Home & Garden category.","981.76","411.90","90","Home & Garden","Furniture",""
"DEMO-000883","Demo Product 883 - Sports & Outdoors","This is demo product number 883 in the Sports & Outdoors category.","192.75","114.35","82","Sports & Outdoors","Camping",""
"DEMO-000884","Demo Product 884 - Books & Media","This is demo product number 884 in the Books & Media category.","640.95","80.30","651","Books & Media","Educational",""
"DEMO-000885","Demo Product 885 - Electronics","This is demo product number 885 in the Electronics category.","282.42","345.11","413","Electronics","Smartphones",""
"DEMO-000886","Demo Product 886 - Clothing","This is demo product number 886 in the Clothing category.","88.50","112.38","759","Clothing","Women",""
"DEMO-000887","Demo Product 887 - Home & Garden","This is demo product number 887 in the Home & Garden category.","315.15","95.08","838","Home & Garden","Kitchen",""
"DEMO-000888","Demo Product 888 - Sports & Outdoors","This is demo product number 888 in the Sports & Outdoors category.","795.83","147.37","998","Sports & Outdoors","Fitness",""
"DEMO-000889","Demo Product 889 - Books & Media","This is demo product number 889 in the Books & Media category.","929.12","241.17","217","Books & Media","Non-Fiction",""
"DEMO-000890","Demo Product 890 - Electronics","This is demo product number 890 in the Electronics category.","636.13","238.83","131","Electronics","Tablets",""
"DEMO-000891","Demo Product 891 - Clothing","This is demo product number 891 in the Clothing category.","954.83","319.44","544","Clothing","Men",""
"DEMO-000892","Demo Product 892 - Home & Garden","This is demo product number 892 in the Home & Garden category.","555.18","476.34","430","Home & Garden","Decor",""
"DEMO-000893","Demo Product 893 - Sports & Outdoors","This is demo product number 893 in the Sports & Outdoors category.","109.34","301.30","927","Sports & Outdoors","Cycling",""
"DEMO-000894","Demo Product 894 - Books & Media","This is demo product number 894 in the Books & Media category.","661.42","330.38","489","Books & Media","Fiction",""
"DEMO-000895","Demo Product 895 - Electronics","This is demo product number 895 in the Electronics category.","440.44","409.80","757","Electronics","Laptops",""
"DEMO-000896","Demo Product 896 - Clothing","This is demo product number 896 in the Clothing category.","298.73","325.22","488","Clothing","Kids",""
"DEMO-000897","Demo Product 897 - Home & Garden","This is demo product number 897 in the Home & Garden category.","175.57","97.88","761","Home & Garden","Furniture",""
"DEMO-000898","Demo Product 898 - Sports & Outdoors","This is demo product number 898 in the Sports & Outdoors category.","753.09","304.53","57","Sports & Outdoors","Camping",""
"DEMO-000899","Demo Product 899 - Books & Media","This is demo product number 899 in the Books & Media category.","861.78","387.87","910","Books & Media","Educational",""
"DEMO-000900","Demo Product 900 - Electronics","This is demo product number 900 in the Electronics category.","55.04","292.69","774","Electronics","Smartphones",""
"DEMO-000901","Demo Product 901 - Clothing","This is demo product number 901 in the Clothing category.","768.31","377.50","756","Clothing","Women",""
"DEMO-000902","Demo Product 902 - Home & Garden","This is demo product number 902 in the Home & Garden category.","84.51","340.89","104","Home & Garden","Kitchen",""
"DEMO-000903","Demo Product 903 - Sports & Outdoors","This is demo product number 903 in the Sports & Outdoors category.","922.41","389.64","654","Sports & Outdoors","Fitness",""
"DEMO-000904","Demo Product 904 - Books & Media","This is demo product number 904 in the Books & Media category.","934.82","193.21","163","Books & Media","Non-Fiction",""
"DEMO-000905","Demo Product 905 - Electronics","This is demo product number 905 in the Electronics category.","569.32","486.76","330","Electronics","Tablets",""
"DEMO-000906","Demo Product 906 - Clothing","This is demo product number 906 in the Clothing category.","576.80","171.08","592","Clothing","Men",""
"DEMO-000907","Demo Product 907 - Home & Garden","This is demo product number 907 in the Home & Garden category.","666.92","30.73","159","Home & Garden","Decor",""
"DEMO-000908","Demo Product 908 - Sports & Outdoors","This is demo product number 908 in the Sports & Outdoors category.","322.05","63.18","808","Sports & Outdoors","Cycling",""
"DEMO-000909","Demo Product 909 - Books & Media","This is demo product number 909 in the Books & Media category.","785.82","328.51","927","Books & Media","Fiction",""
"DEMO-000910","Demo Product 910 - Electronics","This is demo product number 910 in the Electronics category.","469.03","354.55","712","Electronics","Laptops",""
"DEMO-000911","Demo Product 911 - Clothing","This is demo product number 911 in the Clothing category.","145.64","61.38","302","Clothing","Kids",""
"DEMO-000912","Demo Product 912 - Home & Garden","This is demo product number 912 in the Home & Garden category.","291.35","493.05","65","Home & Garden","Furniture",""
"DEMO-000913","Demo Product 913 - Sports & Outdoors","This is demo product number 913 in the Sports & Outdoors category.","83.84","42.94","150","Sports & Outdoors","Camping",""
"DEMO-000914","Demo Product 914 - Books & Media","This is demo product number 914 in the Books & Media category.","483.86","317.47","44","Books & Media","Educational",""
"DEMO-000915","Demo Product 915 - Electronics","This is demo product number 915 in the Electronics category.","268.53","204.44","883","Electronics","Smartphones",""
"DEMO-000916","Demo Product 916 - Clothing","This is demo product number 916 in the Clothing category.","107.87","265.77","887","Clothing","Women",""
"DEMO-000917","Demo Product 917 - Home & Garden","This is demo product number 917 in the Home & Garden category.","62.28","327.03","893","Home & Garden","Kitchen",""
"DEMO-000918","Demo Product 918 - Sports & Outdoors","This is demo product number 918 in the Sports & Outdoors category.","570.96","255.72","740","Sports & Outdoors","Fitness",""
"DEMO-000919","Demo Product 919 - Books & Media","This is demo product number 919 in the Books & Media category.","352.68","450.11","680","Books & Media","Non-Fiction",""
"DEMO-000920","Demo Product 920 - Electronics","This is demo product number 920 in the Electronics category.","179.59","243.31","97","Electronics","Tablets",""
"DEMO-000921","Demo Product 921 - Clothing","This is demo product number 921 in the Clothing category.","52.42","42.96","541","Clothing","Men",""
"DEMO-000922","Demo Product 922 - Home & Garden","This is demo product number 922 in the Home & Garden category.","504.34","411.83","620","Home & Garden","Decor",""
"DEMO-000923","Demo Product 923 - Sports & Outdoors","This is demo product number 923 in the Sports & Outdoors category.","604.43","168.12","912","Sports & Outdoors","Cycling",""
"DEMO-000924","Demo Product 924 - Books & Media","This is demo product number 924 in the Books & Media category.","980.30","110.07","241","Books & Media","Fiction",""
"DEMO-000925","Demo Product 925 - Electronics","This is demo product number 925 in the Electronics category.","710.15","165.66","135","Electronics","Laptops",""
"DEMO-000926","Demo Product 926 - Clothing","This is demo product number 926 in the Clothing category.","711.23","333.25","600","Clothing","Kids",""
"DEMO-000927","Demo Product 927 - Home & Garden","This is demo product number 927 in the Home & Garden category.","927.90","180.46","746","Home & Garden","Furniture",""
"DEMO-000928","Demo Product 928 - Sports & Outdoors","This is demo product number 928 in the Sports & Outdoors category.","458.47","115.82","837","Sports & Outdoors","Camping",""
"DEMO-000929","Demo Product 929 - Books & Media","This is demo product number 929 in the Books & Media category.","222.36","348.90","25","Books & Media","Educational",""
"DEMO-000930","Demo Product 930 - Electronics","This is demo product number 930 in the Electronics category.","698.71","37.10","698","Electronics","Smartphones",""
"DEMO-000931","Demo Product 931 - Clothing","This is demo product number 931 in the Clothing category.","251.85","129.87","307","Clothing","Women",""
"DEMO-000932","Demo Product 932 - Home & Garden","This is demo product number 932 in the Home & Garden category.","671.81","155.60","227","Home & Garden","Kitchen",""
"DEMO-000933","Demo Product 933 - Sports & Outdoors","This is demo product number 933 in the Sports & Outdoors category.","966.71","303.99","681","Sports & Outdoors","Fitness",""
"DEMO-000934","Demo Product 934 - Books & Media","This is demo product number 934 in the Books & Media category.","449.25","393.50","364","Books & Media","Non-Fiction",""
"DEMO-000935","Demo Product 935 - Electronics","This is demo product number 935 in the Electronics category.","778.34","10.50","898","Electronics","Tablets",""
"DEMO-000936","Demo Product 936 - Clothing","This is demo product number 936 in the Clothing category.","554.48","79.78","548","Clothing","Men",""
"DEMO-000937","Demo Product 937 - Home & Garden","This is demo product number 937 in the Home & Garden category.","92.99","234.61","128","Home & Garden","Decor",""
"DEMO-000938","Demo Product 938 - Sports & Outdoors","This is demo product number 938 in the Sports & Outdoors category.","508.02","85.97","593","Sports & Outdoors","Cycling",""
"DEMO-000939","Demo Product 939 - Books & Media","This is demo product number 939 in the Books & Media category.","22.58","439.56","353","Books & Media","Fiction",""
"DEMO-000940","Demo Product 940 - Electronics","This is demo product number 940 in the Electronics category.","10.80","494.55","665","Electronics","Laptops",""
"DEMO-000941","Demo Product 941 - Clothing","This is demo product number 941 in the Clothing category.","446.17","13.68","212","Clothing","Kids",""
"DEMO-000942","Demo Product 942 - Home & Garden","This is demo product number 942 in the Home & Garden category.","141.72","355.47","591","Home & Garden","Furniture",""
"DEMO-000943","Demo Product 943 - Sports & Outdoors","This is demo product number 943 in the Sports & Outdoors category.","508.98","146.86","524","Sports & Outdoors","Camping",""
"DEMO-000944","Demo Product 944 - Books & Media","This is demo product number 944 in the Books & Media category.","991.07","62.67","143","Books & Media","Educational",""
"DEMO-000945","Demo Product 945 - Electronics","This is demo product number 945 in the Electronics category.","827.89","288.96","590","Electronics","Smartphones",""
"DEMO-000946","Demo Product 946 - Clothing","This is demo product number 946 in the Clothing category.","373.74","409.79","359","Clothing","Women",""
"DEMO-000947","Demo Product 947 - Home & Garden","This is demo product number 947 in the Home & Garden category.","718.46","220.40","733","Home & Garden","Kitchen",""
"DEMO-000948","Demo Product 948 - Sports & Outdoors","This is demo product number 948 in the Sports & Outdoors category.","117.70","146.02","919","Sports & Outdoors","Fitness",""
"DEMO-000949","Demo Product 949 - Books & Media","This is demo product number 949 in the Books & Media category.","165.96","401.70","440","Books & Media","Non-Fiction",""
"DEMO-000950","Demo Product 950 - Electronics","This is demo product number 950 in the Electronics category.","406.88","7.76","317","Electronics","Tablets",""
"DEMO-000951","Demo Product 951 - Clothing","This is demo product number 951 in the Clothing category.","247.79","123.76","483","Clothing","Men",""
"DEMO-000952","Demo Product 952 - Home & Garden","This is demo product number 952 in the Home & Garden category.","716.10","183.70","881","Home & Garden","Decor",""
"DEMO-000953","Demo Product 953 - Sports & Outdoors","This is demo product number 953 in the Sports & Outdoors category.","724.31","129.34","335","Sports & Outdoors","Cycling",""
"DEMO-000954","Demo Product 954 - Books & Media","This is demo product number 954 in the Books & Media category.","859.89","170.92","74","Books & Media","Fiction",""
"DEMO-000955","Demo Product 955 - Electronics","This is demo product number 955 in the Electronics category.","529.65","49.64","869","Electronics","Laptops",""
"DEMO-000956","Demo Product 956 - Clothing","This is demo product number 956 in the Clothing category.","967.83","322.63","615","Clothing","Kids",""
"DEMO-000957","Demo Product 957 - Home & Garden","This is demo product number 957 in the Home & Garden category.","987.89","434.20","633","Home & Garden","Furniture",""
"DEMO-000958","Demo Product 958 - Sports & Outdoors","This is demo product number 958 in the Sports & Outdoors category.","454.27","495.00","647","Sports & Outdoors","Camping",""
"DEMO-000959","Demo Product 959 - Books & Media","This is demo product number 959 in the Books & Media category.","853.79","217.63","787","Books & Media","Educational",""
"DEMO-000960","Demo Product 960 - Electronics","This is demo product number 960 in the Electronics category.","325.49","178.47","853","Electronics","Smartphones",""
"DEMO-000961","Demo Product 961 - Clothing","This is demo product number 961 in the Clothing category.","681.00","131.51","293","Clothing","Women",""
"DEMO-000962","Demo Product 962 - Home & Garden","This is demo product number 962 in the Home & Garden category.","458.85","17.66","468","Home & Garden","Kitchen",""
"DEMO-000963","Demo Product 963 - Sports & Outdoors","This is demo product number 963 in the Sports & Outdoors category.","650.95","51.47","220","Sports & Outdoors","Fitness",""
"DEMO-000964","Demo Product 964 - Books & Media","This is demo product number 964 in the Books & Media category.","386.17","27.77","616","Books & Media","Non-Fiction",""
"DEMO-000965","Demo Product 965 - Electronics","This is demo product number 965 in the Electronics category.","350.67","299.52","614","Electronics","Tablets",""
"DEMO-000966","Demo Product 966 - Clothing","This is demo product number 966 in the Clothing category.","30.28","276.11","915","Clothing","Men",""
"DEMO-000967","Demo Product 967 - Home & Garden","This is demo product number 967 in the Home & Garden category.","943.08","349.01","411","Home & Garden","Decor",""
"DEMO-000968","Demo Product 968 - Sports & Outdoors","This is demo product number 968 in the Sports & Outdoors category.","319.76","78.88","717","Sports & Outdoors","Cycling",""
"DEMO-000969","Demo Product 969 - Books & Media","This is demo product number 969 in the Books & Media category.","161.25","464.97","414","Books & Media","Fiction",""
"DEMO-000970","Demo Product 970 - Electronics","This is demo product number 970 in the Electronics category.","91.72","19.29","317","Electronics","Laptops",""
"DEMO-000971","Demo Product 971 - Clothing","This is demo product number 971 in the Clothing category.","544.69","425.14","481","Clothing","Kids",""
"DEMO-000972","Demo Product 972 - Home & Garden","This is demo product number 972 in the Home & Garden category.","125.48","108.87","106","Home & Garden","Furniture",""
"DEMO-000973","Demo Product 973 - Sports & Outdoors","This is demo product number 973 in the Sports & Outdoors category.","189.71","491.50","610","Sports & Outdoors","Camping",""
"DEMO-000974","Demo Product 974 - Books & Media","This is demo product number 974 in the Books & Media category.","501.46","38.89","481","Books & Media","Educational",""
"DEMO-000975","Demo Product 975 - Electronics","This is demo product number 975 in the Electronics category.","166.75","225.53","344","Electronics","Smartphones",""
"DEMO-000976","Demo Product 976 - Clothing","This is demo product number 976 in the Clothing category.","948.12","347.72","43","Clothing","Women",""
"DEMO-000977","Demo Product 977 - Home & Garden","This is demo product number 977 in the Home & Garden category.","829.95","131.25","369","Home & Garden","Kitchen",""
"DEMO-000978","Demo Product 978 - Sports & Outdoors","This is demo product number 978 in the Sports & Outdoors category.","304.72","16.39","328","Sports & Outdoors","Fitness",""
"DEMO-000979","Demo Product 979 - Books & Media","This is demo product number 979 in the Books & Media category.","665.94","368.73","3","Books & Media","Non-Fiction",""
"DEMO-000980","Demo Product 980 - Electronics","This is demo product number 980 in the Electronics category.","49.38","27.38","744","Electronics","Tablets",""
"DEMO-000981","Demo Product 981 - Clothing","This is demo product number 981 in the Clothing category.","829.72","140.60","969","Clothing","Men",""
"DEMO-000982","Demo Product 982 - Home & Garden","This is demo product number 982 in the Home & Garden category.","119.48","139.16","753","Home & Garden","Decor",""
"DEMO-000983","Demo Product 983 - Sports & Outdoors","This is demo product number 983 in the Sports & Outdoors category.","333.66","345.43","610","Sports & Outdoors","Cycling",""
"DEMO-000984","Demo Product 984 - Books & Media","This is demo product number 984 in the Books & Media category.","599.35","286.71","251","Books & Media","Fiction",""
"DEMO-000985","Demo Product 985 - Electronics","This is demo product number 985 in the Electronics category.","766.04","193.36","977","Electronics","Laptops",""
"DEMO-000986","Demo Product 986 - Clothing","This is demo product number 986 in the Clothing category.","928.35","364.74","29","Clothing","Kids",""
"DEMO-000987","Demo Product 987 - Home & Garden","This is demo product number 987 in the Home & Garden category.","832.88","213.36","320","Home & Garden","Furniture",""
"DEMO-000988","Demo Product 988 - Sports & Outdoors","This is demo product number 988 in the Sports & Outdoors category.","846.81","354.32","556","Sports & Outdoors","Camping",""
"DEMO-000989","Demo Product 989 - Books & Media","This is demo product number 989 in the Books & Media category.","143.53","376.23","969","Books & Media","Educational",""
"DEMO-000990","Demo Product 990 - Electronics","This is demo product number 990 in the Electronics category.","864.77","503.23","505","Electronics","Smartphones",""
"DEMO-000991","Demo Product 991 - Clothing","This is demo product number 991 in the Clothing category.","799.90","189.16","635","Clothing","Women",""
"DEMO-000992","Demo Product 992 - Home & Garden","This is demo product number 992 in the Home & Garden category.","107.81","194.92","629","Home & Garden","Kitchen",""
"DEMO-000993","Demo Product 993 - Sports & Outdoors","This is demo product number 993 in the Sports & Outdoors category.","595.09","400.07","4","Sports & Outdoors","Fitness",""
"DEMO-000994","Demo Product 994 - Books & Media","This is demo product number 994 in the Books & Media category.","302.53","75.05","154","Books & Media","Non-Fiction",""
"DEMO-000995","Demo Product 995 - Electronics","This is demo product number 995 in the Electronics category.","750.50","206.41","23","Electronics","Tablets",""
"DEMO-000996","Demo Product 996 - Clothing","This is demo product number 996 in the Clothing category.","957.56","479.81","922","Clothing","Men",""
"DEMO-000997","Demo Product 997 - Home & Garden","This is demo product number 997 in the Home & Garden category.","209.84","348.99","979","Home & Garden","Decor",""
"DEMO-000998","Demo Product 998 - Sports & Outdoors","This is demo product number 998 in the Sports & Outdoors category.","599.78","125.44","463","Sports & Outdoors","Cycling",""
"DEMO-000999","Demo Product 999 - Books & Media","This is demo product number 999 in the Books & Media category.","154.20","206.25","618","Books & Media","Fiction",""
"DEMO-001000","Demo Product 1000 - Electronics","This is demo product number 1000 in the Electronics category.","925.70","312.50","119","Electronics","Laptops",""
